Feature,Lag_Years,Convention,Paired_Sample_Size,Temporal_Availability,Pearson_Correlation,Pearson_PValue,Spearman_Correlation,Spearman_PValue,FDR_PValue,Candidate_Lag,Selection_Rule,Original_Parameter,Dynamic_Selected,Dynamic_Selection_Rule
PRECTOTCORR_Annual_Total,3,PRECTOTCORR_Annual_Total(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.22370875610182583,0.17696766717531554,0.20494583652478388,0.21708342313202317,0.3441037972853358,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Oct_Dec_Mean,1,T2M_MAX_Oct_Dec_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,-0.21195973083965883,0.18917645092064225,-0.19399624765478427,0.23034546098181544,0.36115504266668064,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
ALLSKY_SFC_SW_DWN_Jun_Sep_Total,3,ALLSKY_SFC_SW_DWN_Jun_Sep_Total(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),35,previous-year information,-0.2040883416693352,0.23960256547458017,-0.1450980392156863,0.40560610620546067,0.4492548102648378,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",ALLSKY_SFC_SW_DWN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Oct_Dec_Mean,2,RH2M_Oct_Dec_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.1863272244458437,0.25606749955804803,0.1534412955465587,0.3510251296456146,0.46366947000812164,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Mar_May_Mean,3,T2M_MAX_Mar_May_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.1861576952720596,0.2631251156303774,-0.2156691104059525,0.19345404067151603,0.46366947000812164,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Jan_Feb_Mean,3,WS10M_Jan_Feb_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.18548391962326857,0.26488772159969487,-0.21654447970237445,0.19160837170307535,0.46366947000812164,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Oct_Dec_Mean,3,RH2M_Oct_Dec_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.18545864832883557,0.2649539828617838,0.1635846372688478,0.32642067465654,0.46366947000812164,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Jan_Feb_Mean,1,T2M_Jan_Feb_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.17595693528742007,0.2774515612650823,0.20525328330206383,0.20388864778012022,0.4775805562759613,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Annual_Total,2,PRECTOTCORR_Annual_Total(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.17407301373905074,0.28921983262146517,0.2182186234817814,0.18201192781398373,0.4898077810524813,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Oct_Dec_Mean,2,T2M_Oct_Dec_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.16751256900294348,0.30805824519619573,0.16983805668016194,0.30129351677087235,0.5021446032873844,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Mar_May_Mean,3,T2M_Mar_May_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.16924024998303147,0.3097401051034604,-0.1806543385490754,0.2777497410834759,0.5021446032873844,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Annual_Mean,3,T2M_MIN_Annual_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.16885758089685474,0.31085142108266656,0.20866615603457708,0.20867050197293077,0.5021446032873844,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Annual_Mean,3,T2M_Annual_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.16610624288791245,0.31891568267298737,0.136885873727979,0.4125004636666806,0.5073658587979345,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jun_Sep_Mean,2,RH2M_Jun_Sep_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.15799717093136664,0.3367324745917106,0.18744939271255065,0.2531637041862961,0.5277150721213375,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Jan_Feb_Mean,2,T2M_Jan_Feb_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.1512533574401409,0.3580181465433112,0.17348178137651823,0.2908863671134773,0.5528221380448187,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Mar_May_Mean,2,T2M_MIN_Mar_May_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.14378210033546426,0.38252424800535045,0.2119433198380567,0.19521830392452302,0.5821021165298811,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Annual_Mean,2,T2M_MAX_Annual_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.13852854135189918,0.4003313771217565,0.05890688259109312,0.7216803005172521,0.6004970656826347,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Mar_May_Mean,1,T2M_MIN_Mar_May_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.12311659368848607,0.44913806059670525,0.14165103189493433,0.38327405392020075,0.6642182586289302,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jan_Feb_Total,2,PRECTOTCORR_Jan_Feb_Total(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.11652365298636276,0.4799230589706371,0.15671188820909876,0.3407278097237014,0.6998877943321791,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Oct_Dec_Mean,3,T2M_MAX_Oct_Dec_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.11582607642733656,0.48863288629313484,-0.08261297734981946,0.6219468718896345,0.7028281241202625,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jan_Feb_Total,1,PRECTOTCORR_Jan_Feb_Total(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,-0.10523073428335539,0.5181294756621357,0.16419591206715783,0.31133310780886836,0.7351837154665439,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Jan_Feb_Mean,3,T2M_MIN_Jan_Feb_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.09744837371297513,0.5605442186574712,-0.08917824707298391,0.5944277989640232,0.7765383246484314,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Oct_Dec_Mean,2,WS10M_Oct_Dec_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.09524859544683766,0.5640825202783156,0.07732793522267206,0.6398541750304048,0.7765383246484314,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Oct_Dec_Mean,3,T2M_Oct_Dec_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.09525044357985483,0.5694614380755163,0.1390742969690338,0.4049965248466718,0.7765383246484314,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Oct_Dec_Mean,1,T2M_MIN_Oct_Dec_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.08491102616571071,0.602410055909951,0.10018761726078801,0.5384886063706018,0.810936613724934,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Oct_Dec_Mean,3,T2M_MIN_Oct_Dec_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.08328956916864476,0.6190864843948604,0.13491629281102963,0.41932096331098967,0.8228364666007638,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jan_Feb_Total,3,PRECTOTCORR_Jan_Feb_Total(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.0691638650370476,0.6798945690959978,0.20783627508956223,0.21052724046170784,0.8923616219384971,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Jan_Feb_Mean,1,T2M_MIN_Jan_Feb_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.06285890621182656,0.6999932083562478,0.12363977485928707,0.4471984449005708,0.8975530335848152,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Mar_May_Mean,1,T2M_MAX_Mar_May_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,-0.06264951888115955,0.7009461786090938,-0.0727954971857411,0.6553134064437389,0.8975530335848152,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jan_Feb_Mean,1,RH2M_Jan_Feb_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.060336331885841844,0.7115038093813925,0.01125703564727955,0.9450371919170555,0.9000951805427254,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Oct_Dec_Mean,2,T2M_MAX_Oct_Dec_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.05604924496488309,0.7346807685011221,-0.08036437246963564,0.6267300295763523,0.9092991084166967,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jan_Feb_Mean,3,RH2M_Jan_Feb_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.05449592214494535,0.7452150810183511,0.048911259437575225,0.7705834176371482,0.9092991084166967,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Jan_Feb_Mean,3,T2M_Jan_Feb_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.053001561721143016,0.7519785583126087,0.06226064120800962,0.7103842423289753,0.9092991084166967,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Mar_May_Mean,2,T2M_MAX_Mar_May_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.05195819403085241,0.7534192612595487,-0.07732793522267206,0.6398541750304048,0.9092991084166967,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jun_Sep_Total,2,PRECTOTCORR_Jun_Sep_Total(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.04437990148751896,0.788493622071677,0.04777327935222673,0.772732772984832,0.9408162536082508,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Oct_Dec_Mean,3,WS10M_Oct_Dec_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.037070304210852584,0.8251244377121634,-0.005799321588795273,0.9724342257950618,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Jan_Feb_Mean,1,T2M_MAX_Jan_Feb_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.035336515557682496,0.8286226204693468,0.0016885553470919327,0.9917494507778776,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Oct_Dec_Mean,1,T2M_Oct_Dec_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.033865465825961116,0.8356571699285559,0.07148217636022515,0.6611553498400564,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Annual_Mean,3,T2M_MAX_Annual_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.0340226361765799,0.8393053192033267,-0.05241273662326294,0.7546486306568404,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jun_Sep_Total,3,PRECTOTCORR_Jun_Sep_Total(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,-0.032676979724056365,0.8455829080389828,-0.022869022869022867,0.8915979206242748,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Mar_May_Mean,3,T2M_MIN_Mar_May_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.030571583759990056,0.8554234610529992,0.11346974504869242,0.4975787738215024,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Oct_Dec_Mean,1,WS10M_Oct_Dec_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.029090107093749488,0.858577295974875,0.00075046904315197,0.9963330388949384,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Annual_Mean,1,T2M_MAX_Annual_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.0282029947012577,0.8628483536014421,-0.030956848030018764,0.84960286187096,0.9437403867515773,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Jan_Feb_Mean,2,WS10M_Jan_Feb_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.024367980091165562,0.8829358582217374,-0.09817813765182186,0.5521018684837866,0.9474205998099083,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
PRECTOTCORR_Jun_Sep_Total,1,PRECTOTCORR_Jun_Sep_Total(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.02236792935508624,0.891032142416563,0.04859287054409006,0.7658872246934965,0.9474205998099083,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",PRECTOTCORR,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MIN_Jan_Feb_Mean,2,T2M_MIN_Jan_Feb_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.022201234359963032,0.8932822798207707,0.014170040485829961,0.9317709257586421,0.9474205998099083,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MIN,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Jan_Feb_Mean,2,T2M_MAX_Jan_Feb_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.020211691236084104,0.9027979434087118,-0.0066801619433198385,0.9678055649614998,0.9479378405791474,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Jan_Feb_Mean,2,RH2M_Jan_Feb_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,-0.017861214406553763,0.9140570694718414,0.005668016194331983,0.9726815183689318,0.9502573494509242,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Mar_May_Mean,2,T2M_Mar_May_Mean(t-2) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),39,previous-year information,0.015258078472571629,0.926545706323176,0.013157894736842106,0.9366342156425476,0.9537970506267989,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Jan_Feb_Mean,1,WS10M_Jan_Feb_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,0.007450538545971356,0.963606986039194,-0.010881801125703567,0.9468666385944238,0.982317801302091,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_MAX_Jan_Feb_Mean,3,T2M_MAX_Jan_Feb_Mean(t-3) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),38,previous-year information,0.005616616233863259,0.9733023592090336,-0.016960280118174857,0.9194989997241863,0.9826610357398897,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M_MAX,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Mar_May_Mean,1,T2M_Mar_May_Mean(t-1) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),40,previous-year information,7.367427775022833e-05,0.9996400096478939,-0.006941838649155724,0.9660903000544174,0.9996400096478939,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
WS10M_Mar_May_Mean,0,WS10M_Mar_May_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,-0.5938712529207617,4.2559991693071497e-05,-0.5825783972125437,6.433008241585825e-05,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",WS10M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
RH2M_Mar_May_Mean,0,RH2M_Mar_May_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.567239484532423,0.00011008574981753054,0.5297909407665506,0.0003677568079479565,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",RH2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
T2M_Jun_Sep_Mean,0,T2M_Jun_Sep_Mean(t-0) -> Coconut_Productivity_DeclaredMillionUnit_per_Hectare(t),41,contemporaneous; excluded from default dynamic dataset,0.5547876518668524,0.00016704581990888864,0.5564459930313591,0.00015817188911590395,,False,"Lag > 0, paired n >= 30, and Benjamini-Hochberg FDR-adjusted Pearson p < 0.1; requires review for temporal/agricultural plausibility.",T2M,False,"Among screened candidates: lowest FDR/p-value lag per original NASA parameter, capped at 7; not a final predictor decision."
